# FILA DA EUROPA (+ Oceania), colhida do gamedevmap em 08/09 a pedido do Vini.
# 4148 estudios unicos em 23 valores de pais. 2495 a campanha nunca tocou (nome nem dominio);
# 2072 desses tambem estao em escopo (tipo com time de arte).
# Colheita: https://www.gamedevmap.com/index.php?location=&country=<Pais>&state=&city=&query=&type=&start=<1|101|201|...>&count=100
#
# TRES ARMADILHAS MEDIDAS NESTA COLHEITA:
# (1) PAGINACAO NAO E page=. E start= com count=. Prova medida hoje na Suecia:
#     start=1   -> "10 Chambers" ... "Coldwood Interactive"
#     start=101 -> "Collecting Smiles" ... "Frostrok"   (nomes DIFERENTES, pagina de verdade)
#     page=2    -> "10 Chambers" ... "Coldwood Interactive"  (IDENTICA a pagina 1, armadilha)
#     Com page= a Suecia teria virado 100 estudios em vez de 644.
# (2) http:// PURO FALHA NESTE AMBIENTE (a ponte local responde "use CONNECT" e devolve 400 com
#     corpo vazio, fazendo o site parecer morto). Sempre https://.
# (3) O REINO UNIDO NAO EXISTE COMO UM PAIS SO no gamedevmap. country=United Kingdom devolve
#     apenas 17 residuos. O Reino Unido esta partido em England (790), Scotland (101), Wales (27)
#     e Northern Ireland (21) = 939. Quem pedir so "United Kingdom" perde 922 estudios.
#     Pela mesma logica a Tchequia e "Czechia", nao "Czech Republic" (que devolve zero).
# (4 - de 06/09, ainda vale) pagina de menos de 10 KB nao e pais vazio, e o firewall GoDaddy
#     recusando o IP. Espere 20s e repita.
#
# ORDENACAO: por densidade de cidade (Londres, Estocolmo, Helsinque, Copenhague, Malmo, Dublin,
# Berlim, Hamburgo, Munique, Paris, Bordeaux, Montpellier, Amsterda, Varsovia, Cracovia, Barcelona,
# Madri, Praga, Lisboa, Milao), depois pais e nome.
#
# COLUNAS: nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
#   conhecido: NOVO | ja conhecido (painel/csv) | ja na fila gamedevmap 06/09
#   escopo:    em-escopo | fora-de-escopo (Investment, Organization, Health, School, Recruiting...)
#   triagem:   nao-triado | o veredito da triagem de 08/09 quando houve
nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
Bethesda Softworks (Zenimax Media),Publisher,Paris,Ile-de-France,France,https://bethesda.net/,NOVO,fora-de-escopo,nao-triado
Black Sheep Studio,Developer,Paris,Ile-de-France,France,http://www.blacksheep-studio.com/,NOVO,em-escopo,porta-sem-resposta
Breakpoint Games,Developer,Paris,Ile-de-France,France,https://www.breakpoint-games.com/,NOVO,em-escopo,porta-ok:https://www.breakpoint-games.com
Capital Games,Organization,Paris,Ile-de-France,France,https://capital-games.org/,NOVO,fora-de-escopo,nao-triado
Carpool Studio,Developer,Paris,Ile-de-France,France,https://carpoolstudio.com/,NOVO,em-escopo,porta-ok:https://carpoolstudio.com
Celsius Online,Developer,Paris,Ile-de-France,France,https://www.celsius-online.com/,NOVO,em-escopo,porta-ok:https://www.celsius-online.com
Club Sandwich,Developer,Paris,Ile-de-France,France,https://clubsandwich.itch.io/,NOVO,em-escopo,porta-ok:https://clubsandwich.itch.io
Cosmografik,Developer,Paris,Ile-de-France,France,https://cosmografik.itch.io/,NOVO,em-escopo,porta-ok:https://cosmografik.itch.io
Cow Cat Games,Developer,Paris,Ile-de-France,France,https://www.cowcatgames.com/,NOVO,em-escopo,porta-ok:https://www.cowcatgames.com
Crimson Tales,Developer,Paris,Ile-de-France,France,https://onirismthegame.com/,NOVO,em-escopo,porta-ok:https://onirismthegame.com
Darjeeling,Developer,Paris,Ile-de-France,France,https://darjeelingprod.com/,NOVO,em-escopo,porta-ok:https://darjeelingprod.com
Days of Wonder,Developer,Paris,Ile-de-France,France,https://daysofwonder.com/,NOVO,em-escopo,porta-ok:https://daysofwonder.com
DONTNOD Entertainment,Developer and Publisher,Paris,Ile-de-France,France,https://dont-nod.com/,NOVO,em-escopo,SmartRecruiters: so candidaturas espontaneas
DotEmu,Developer and Publisher,Paris,Ile-de-France,France,https://www.dotemu.com/,NOVO,em-escopo,porta-ok:https://www.dotemu.com/jobs
Double Jack,Extended Reality (XR),Paris,Ile-de-France,France,http://www.doublejack.io/,NOVO,em-escopo,porta-ok:https://www.doublejack.io
Drake Star Partners,Investment,Paris,Ile-de-France,France,https://www.drakestar.com/,NOVO,fora-de-escopo,nao-triado
Dreamcentury,Online,Paris,Ile-de-France,France,https://www.dreamcentury.com,NOVO,em-escopo,porta-ok:https://www.dreamcentury.com
Eko Software,Developer,Paris,Ile-de-France,France,http://www.ekosystem.com/,NOVO,em-escopo,porta-sem-resposta
Ekosystem,Developer,Paris,Ile-de-France,France,http://www.ekosystem.com/,NOVO,em-escopo,porta-sem-resposta
EMK Capital,Investment,Paris,Ile-de-France,France,https://www.emkcapital.com/,NOVO,fora-de-escopo,nao-triado
Eugen Systems,Developer,Paris,Ile-de-France,France,https://www.eugensystems.com,NOVO,em-escopo,porta-ok:https://www.eugensystems.com
Excurio,Extended Reality (XR),Paris,Ile-de-France,France,https://www.excurio.com/,NOVO,em-escopo,porta-ok:https://www.excurio.com
F4 Group,Developer,Paris,Ile-de-France,France,https://www.f4-group.com,NOVO,em-escopo,porta-ok:https://www.f4-group.com
Farsky Interactive,Developer,Paris,Ile-de-France,France,https://www.farskyinteractive.com,NOVO,em-escopo,porta-ok:https://www.farskyinteractive.com
Firesquid,Developer and Publisher,Paris,Ile-de-France,France,https://firesquid.games/,NOVO,em-escopo,porta-ok:https://firesquid.games/careers
Focus Entertainment,Publisher,Paris,Ile-de-France,France,https://focus-entmt.com/,NOVO,fora-de-escopo,nao-triado
Focus Home Interactive,Publisher,Paris,Ile-de-France,France,https://www.focus-home.com,NOVO,fora-de-escopo,nao-triado
Frog Collective,Developer,Paris,Ile-de-France,France,http://frog-collective.com/,NOVO,em-escopo,porta-sem-resposta
Gameloft,Mobile,Paris,Ile-de-France,France,https://www.gameloft.com,ja conhecido (painel/csv),em-escopo,"quadro SmartRecruiters vivo com 44 vagas, nenhuma de personagem/modelagem na Europa"
Gaminho,Mobile,Paris,Ile-de-France,France,https://www.gaminho.com,NOVO,em-escopo,porta-ok:https://www.gaminho.com
Globz,Mobile,Paris,Ile-de-France,France,http://globz.com/,NOVO,em-escopo,porta-ok:https://globz.com
Green Panda Games,Developer and Publisher,Paris,Ile-de-France,France,https://www.greenpandagames.com,NOVO,em-escopo,porta-ok:https://www.greenpandagames.com
Homa Games,Mobile,Paris,Ile-de-France,France,https://homagames.com/,NOVO,em-escopo,porta-ok:https://homagames.com/careers
Honeyfrost,Developer,Paris,Ile-de-France,France,https://honeyfrost.net/,NOVO,em-escopo,porta-ok:https://honeyfrost.net
Ikimasho,Extended Reality (XR),Paris,Ile-de-France,France,http://www.ikimasho.games/,NOVO,em-escopo,porta-sem-resposta
Immersive Factory,Serious Games,Paris,Ile-de-France,France,https://www.immersivefactory.com,NOVO,em-escopo,porta-ok:https://www.immersivefactory.com/jobs
Innerspace VR,Extended Reality (XR),Paris,Ile-de-France,France,https://www.innerspacevr.com,NOVO,em-escopo,porta-ok:https://www.innerspacevr.com
int13,Mobile,Paris,Ile-de-France,France,http://int13.net/,NOVO,em-escopo,porta-sem-resposta
IoPixel,Mobile,Paris,Ile-de-France,France,https://iopixel.com/,NOVO,em-escopo,porta-ok:https://iopixel.com
Irregular Shapes,Developer,Paris,Ile-de-France,France,https://irregular-shapes.com/,NOVO,em-escopo,porta-ok:https://irregular-shapes.com
isCool Entertainment,Mobile,Paris,Ile-de-France,France,https://www.iscoolentertainment.com,NOVO,em-escopo,porta-ok:https://www.iscoolentertainment.com/careers
ITIC Game,Developer,Paris,Ile-de-France,France,https://game.itic.uz/,NOVO,em-escopo,porta-sem-resposta
James Bang,Microstudio,Paris,Ile-de-France,France,https://www.james-bang.com,NOVO,em-escopo,porta-ok:https://www.james-bang.com/careers
Kameha Ventures,Investment,Paris,Ile-de-France,France,https://www.kameha.vc/,NOVO,fora-de-escopo,nao-triado
KineQuantum,Health,Paris,Ile-de-France,France,https://www.kinequantum.com,NOVO,fora-de-escopo,nao-triado
Konami France,Publisher,Paris,Ile-de-France,France,https://www.konami.com,NOVO,fora-de-escopo,nao-triado
Kwalee,Developer and Publisher,Paris,Ile-de-France,France,https://kwalee.com,ja na fila gamedevmap 06/09,em-escopo,"quadro lever vivo, 6 vagas, nenhuma da disciplina"
La Belle Games,Microstudio,Paris,Ile-de-France,France,https://www.labellegames.com/,NOVO,em-escopo,porta-ok:https://www.labellegames.com
La Grange,Developer,Paris,Ile-de-France,France,https://lagrange-studio.com/,NOVO,em-escopo,porta-sem-resposta
La Moutarde,Developer,Paris,Ile-de-France,France,https://www.lamoutarde.io,NOVO,em-escopo,porta-ok:https://www.lamoutarde.io
Lapsus Games,Developer,Paris,Ile-de-France,France,https://lapsusgames.com/,NOVO,em-escopo,porta-sem-resposta
Le Cartel Studio,Microstudio,Paris,Ile-de-France,France,https://lecartelstudio.fr/,NOVO,em-escopo,porta-ok:https://lecartelstudio.fr/careers
Lightbulb Crew,Developer,Paris,Ile-de-France,France,https://lightbulbcrew.fr/,NOVO,em-escopo,porta-ok:https://lightbulbcrew.fr/jobs
Little Workshop,Developer,Paris,Ile-de-France,France,https://www.littleworkshop.fr/,NOVO,em-escopo,porta-ok:https://www.littleworkshop.fr
Lizardcube,Developer,Paris,Ile-de-France,France,https://www.lizardcube.com/,NOVO,em-escopo,porta-ok:https://www.lizardcube.com
LOLTap,Mobile,Paris,Ile-de-France,France,https://loltap.com/,NOVO,em-escopo,porta-ok:https://loltap.com
Lucid Realities Studio,Extended Reality (XR),Paris,Ile-de-France,France,https://www.lucidrealities.studio,NOVO,em-escopo,porta-ok:https://www.lucidrealities.studio
MadBox,Mobile,Paris,Ile-de-France,France,https://madbox.io/,NOVO,em-escopo,vaga 3D Marketing Artist - VETO ESCRITO: nao aberta a relocacao; e fora da disciplina
Mana Cube,Mobile,Paris,Ile-de-France,France,https://www.facebook.com/ManaCube,NOVO,em-escopo,porta-ok:https://www.facebook.com/ManaCube
manzalab,Developer,Paris,Ile-de-France,France,https://www.manzalab.com,NOVO,em-escopo,porta-ok:https://www.manzalab.com/jobs
Masseka Game Studio,Developer,Paris,Ile-de-France,France,https://masseka-game-studio.com/,NOVO,em-escopo,porta-ok:https://masseka-game-studio.com
Migami,Developer,Paris,Ile-de-France,France,http://the-mig-page.wifeo.com/,NOVO,em-escopo,porta-sem-resposta
Monochrome Paris,Developer,Paris,Ile-de-France,France,https://www.monochrome.paris/,NOVO,em-escopo,porta-sem-resposta
Mudita Games,Developer,Paris,Ile-de-France,France,https://mudita.games/,NOVO,em-escopo,porta-sem-resposta
NAGA Publishing,Publisher,Paris,Ile-de-France,France,https://www.naga-agency.com/,NOVO,fora-de-escopo,nao-triado
NanoPiko,Developer,Paris,Ile-de-France,France,https://www.nanopiko.com,NOVO,em-escopo,porta-ok:https://www.nanopiko.com
Netcore Games,Developer,Paris,Ile-de-France,France,https://te4.org/,NOVO,em-escopo,porta-ok:https://te4.org
Nevrax,Developer,Paris,Ile-de-France,France,https://ryzom.com/,NOVO,em-escopo,porta-ok:https://ryzom.com/careers
Not a Shark Company,Publisher,Paris,Ile-de-France,France,https://www.notashark.com/,NOVO,fora-de-escopo,nao-triado
Novaquark,Developer,Paris,Ile-de-France,France,https://www.novaquark.com/,NOVO,em-escopo,porta-ok:https://www.novaquark.com
Novelab,Developer,Paris,Ile-de-France,France,https://novelab.io/,NOVO,em-escopo,porta-ok:https://novelab.io
Ocelot Society,Developer,Paris,Ile-de-France,France,https://ocelotsociety.itch.io/,NOVO,em-escopo,porta-ok:https://ocelotsociety.itch.io
Oh BiBi,Developer,Paris,Ile-de-France,France,https://www.ohbibi.com,NOVO,em-escopo,porta-ok:https://www.ohbibi.com/careers
Opus Major,Developer,Paris,Ile-de-France,France,https://www.opusmajor.io/,NOVO,em-escopo,"mencao a Senior 3D Character Artist e da EQUIPE, nao vaga"
Oribtal VIews,Extended Reality (XR),Paris,Ile-de-France,France,https://www.orbitalviews.com,NOVO,em-escopo,porta-ok:https://www.orbitalviews.com
Paradox Interactive,Developer and Publisher,Paris,Ile-de-France,France,https://www.paradoxinteractive.com/,ja conhecido (painel/csv),em-escopo,"quadro teamtailor vivo, 18 vagas, nenhuma da disciplina"
Parallel Studio,Extended Reality (XR),Paris,Ile-de-France,France,https://www.parallel-studio.com,NOVO,em-escopo,porta-ok:https://www.parallel-studio.com
Pastagames,Developer,Paris,Ile-de-France,France,https://www.pastagames.com/,NOVO,em-escopo,porta-ok:https://www.pastagames.com
Persistant Studios,Developer,Paris,Ile-de-France,France,https://www.persistant.fr,NOVO,em-escopo,porta-sem-resposta
Pinpin Team,Developer,Paris,Ile-de-France,France,https://www.pinpinteam.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.pinpinteam.com/careers
PixCapital,Investment,Paris,Ile-de-France,France,https://pixcapital.vc/,NOVO,fora-de-escopo,nao-triado
Pixel Wizards,Developer,Paris,Ile-de-France,France,https://www.pixel-wizards.com,NOVO,em-escopo,porta-sem-resposta
Playrion,Developer,Paris,Ile-de-France,France,https://www.playrion.com,NOVO,em-escopo,porta-ok:https://www.playrion.com
Playsoft Games,Developer,Paris,Ile-de-France,France,https://www.playsoftgames.com,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://playsoftgames.com/wp-content/themes/playsoft/css/page-careers.css
Playtouch,Developer,Paris,Ile-de-France,France,https://playtouch.net/,NOVO,em-escopo,porta-ok:https://playtouch.net
Plug In Digital,Publisher,Paris,Ile-de-France,France,https://www.plugindigital.com,NOVO,fora-de-escopo,nao-triado
Pretty Simple Games,Online,Paris,Ile-de-France,France,https://www.prettysimplegames.com,NOVO,em-escopo,porta-sem-resposta
PulluP Entertainment,Publisher,Paris,Ile-de-France,France,https://pullupent.com/,NOVO,fora-de-escopo,nao-triado
Quantic Dream,Developer and Publisher,Paris,Ile-de-France,France,https://www.quanticdream.com,ja conhecido (painel/csv),em-escopo,"quadro lever vivo, 3 vagas, nenhuma da disciplina"
Ragequit Corporation,Developer,Paris,Ile-de-France,France,https://www.facebook.com/ragequitcorp/,NOVO,em-escopo,porta-ok:https://www.facebook.com/ragequitcorp
Red Art Games,Developer and Publisher,Paris,Ile-de-France,France,https://redartgames.com/,NOVO,em-escopo,porta-ok:https://redartgames.com
Reissad Studio,Developer,Paris,Ile-de-France,France,https://reissad.com/,NOVO,em-escopo,porta-ok:https://reissad.com/careers
Skrice,Developer,Paris,Ile-de-France,France,https://skrice.com/,NOVO,em-escopo,"mencao a 3D character modeling e de servico, nao vaga"
Sleepy Mill Studio,Developer,Paris,Ile-de-France,France,https://sleepymillstudio.com/,NOVO,em-escopo,porta-ok:https://sleepymillstudio.com
Sloclap (Kepler Interactive),Online,Paris,Ile-de-France,France,https://www.sloclap.com,ja conhecido (painel/csv),em-escopo,"quadro teamtailor vivo, 1 vagas, nenhuma da disciplina"
Sony Computer Entertainment France,Publisher,Paris,Ile-de-France,France,https://www.playstation.com/fr-fr/,NOVO,fora-de-escopo,nao-triado
Sylvain Seccia,Developer,Paris,Ile-de-France,France,https://www.seccia.com,NOVO,em-escopo,porta-ok:https://www.seccia.com
Syndicat National Du Jeu Video (SNJV),Organization,Paris,Ile-de-France,France,http://snjv.org/,NOVO,fora-de-escopo,nao-triado
Tactical Adventures,Developer,Paris,Ile-de-France,France,https://www.tactical-adventures.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.tactical-adventures.com/#Jobs
Tap4Fun France,Mobile,Paris,Ile-de-France,France,https://www.tap4fun.com,NOVO,em-escopo,porta-ok:https://www.tap4fun.com
Tapnation,Publisher,Paris,Ile-de-France,France,https://www.tap-nation.io,NOVO,fora-de-escopo,nao-triado
Tara Gaming,Developer,Paris,Ile-de-France,France,https://taragaming.com/,NOVO,em-escopo,porta-ok:https://taragaming.com/careers
The Arcade Crew,Publisher,Paris,Ile-de-France,France,https://www.thearcadecrew.com/,NOVO,fora-de-escopo,nao-triado
The Game Atelier,Mobile,Paris,Ile-de-France,France,https://www.game-atelier.com,NOVO,em-escopo,porta-ok:https://www.game-atelier.com/careers
The Pixel Hunt,Mobile,Paris,Ile-de-France,France,https://www.thepixelhunt.com,NOVO,em-escopo,porta-ok:https://www.thepixelhunt.com
THQ Nordic France,Publisher,Paris,Ile-de-France,France,https://www.thqnordic.com,NOVO,fora-de-escopo,nao-triado
Tindalos Interactive,Developer,Paris,Ile-de-France,France,https://tindalos-interactive.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
TOTEM Studio,Developer,Paris,Ile-de-France,France,https://www.totm-studio.fr,NOVO,em-escopo,porta-ok:https://www.totm-studio.fr
Twin Sails Interactive (Asmodee),Publisher,Paris,Ile-de-France,France,https://twin-sails.com/,NOVO,fora-de-escopo,nao-triado
Two Tiny Dice,Developer,Paris,Ile-de-France,France,https://twotinydice.com/,NOVO,em-escopo,porta-ok:https://twotinydice.com
Ubisoft Paris,Developer and Publisher,Paris,Ile-de-France,France,https://www.ubisoft.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.ubisoft.com/en-us
Vhalenn,Developer,Paris,Ile-de-France,France,https://vhalenn.github.io/,NOVO,em-escopo,porta-ok:https://vhalenn.github.io
Voodoo,Mobile,Paris,Ile-de-France,France,https://voodoo.io/,NOVO,em-escopo,"quadro Lever vivo, nenhuma vaga da disciplina (Art Director, Game Artist, Marketing Video Artist, UI/UX)"
Voxler (Embracer Group),Developer,Paris,Ile-de-France,France,https://voxler.fr/,NOVO,em-escopo,porta-ok:https://voxler.fr
White Star Capital,Investment,Paris,Ile-de-France,France,https://whitestarcapital.com/,NOVO,fora-de-escopo,nao-triado
Wild Factor,Developer,Paris,Ile-de-France,France,https://www.wildfactor.net,NOVO,em-escopo,porta-ok:https://www.wildfactor.net
Witty Wings,Developer,Paris,Ile-de-France,France,https://www.wittywings.fr,NOVO,em-escopo,porta-ok:https://www.wittywings.fr
XiLabs Smartgaming,Developer,Paris,Ile-de-France,France,https://xilabs.fr/,NOVO,em-escopo,porta-ok:https://xilabs.fr
Yamago,Developer,Paris,Ile-de-France,France,https://yamago.net/,NOVO,em-escopo,porta-ok:https://yamago.net/careers
Yorf Studio,Mobile,Paris,Ile-de-France,France,https://yorfstudio.com/,NOVO,em-escopo,"2D/3D artist e da EQUIPE, nao vaga"
Yukim,Developer,Paris,Ile-de-France,France,https://linktr.ee/yukimdev,NOVO,em-escopo,porta-ok:https://linktr.ee/yukimdev
ZDT Studio,Developer,Paris,Ile-de-France,France,https://zedrimetim.com/,NOVO,em-escopo,porta-ok:https://zedrimetim.com/careers
Zero Games Studios,Developer,Paris,Ile-de-France,France,https://zerogamesstudios.com/,NOVO,em-escopo,"pagina lista Character Artist como disciplina, nao como vaga aberta"
Anarkis Gaming,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://anarkisgaming.com/,NOVO,em-escopo,porta-ok:https://anarkisgaming.com
Asobo Studio,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://asobostudio.com/,ja conhecido (painel/csv),em-escopo,"VAGA VIVA Character Artist H/F em Bordeaux (Lever EU, 32k-47k EUR) - JA NO PAINEL com o mesmo uuid"
Big Bad Wolf,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://bigbadwolf-studio.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.bigbadwolf-studio.com/jobs-01
Brain Up Studio,Extended Reality (XR),Bordeaux,Nouvelle-Aquitaine,France,https://www.brainup-studio.com/,NOVO,em-escopo,porta-ok:https://www.brainup-studio.com/jobs
Bureau 81,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://bureau81.com/,NOVO,em-escopo,porta-ok:https://bureau81.com/careers
Darenn Keller,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://darenn.github.io/linktree/,NOVO,em-escopo,porta-ok:https://darenn.github.io/linktree
Deepnight Games,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://deepnight.net/,NOVO,em-escopo,porta-ok:https://deepnight.net
Evil Empire Studio,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://evilempirestudio.com/,NOVO,em-escopo,porta-ok:https://evilempirestudio.com
Goloso Games,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://golosogames.com/,NOVO,em-escopo,porta-ok:https://golosogames.com
Headbang Club,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://www.headbang.club,NOVO,em-escopo,porta-ok:https://www.headbang.club
Ishtar Games,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://www.ishtar.games,NOVO,em-escopo,porta-sem-resposta
Motion Twin,Mobile,Bordeaux,Nouvelle-Aquitaine,France,https://motiontwin.com/,NOVO,em-escopo,porta-ok:https://motiontwin.com
Nocturne Games,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://www.nocturnegames.com/,NOVO,em-escopo,porta-ok:https://www.nocturnegames.com
Nova-box,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://nova-box.com/,NOVO,em-escopo,porta-ok:https://nova-box.com
Onibi,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://www.onibi.gg/,NOVO,em-escopo,porta-ok:https://www.onibi.gg/careers
ORAGEgames,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://orage-games.com/,NOVO,em-escopo,porta-ok:https://orage-games.com
pataya,Microstudio,Bordeaux,Nouvelle-Aquitaine,France,https://pataya.itch.io/,NOVO,em-escopo,porta-ok:https://pataya.itch.io
Playwing,Mobile,Bordeaux,Nouvelle-Aquitaine,France,https://www.playwing.com,NOVO,em-escopo,porta-sem-resposta
shinypix,Mobile,Bordeaux,Nouvelle-Aquitaine,France,https://www.shinypix.com,NOVO,em-escopo,porta-ok:https://www.shinypix.com
Shiro Games,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://www.shirogames.com,NOVO,em-escopo,porta-ok:https://www.shirogames.com/careers
SimforHealth,Health,Bordeaux,Nouvelle-Aquitaine,France,https://www.simforhealth.fr,NOVO,fora-de-escopo,nao-triado
Sweet Nitro,Online,Bordeaux,Nouvelle-Aquitaine,France,https://www.sweetnitro.com/en,NOVO,em-escopo,porta-ok:https://www.sweetnitro.com/en/careers
The Moon Pirates,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://linktr.ee/themoonpirates,NOVO,em-escopo,porta-ok:https://linktr.ee/themoonpirates
Ubisoft Bordeaux,Developer and Publisher,Bordeaux,Nouvelle-Aquitaine,France,https://www.ubisoft.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.ubisoft.com/en-us
Umanimation,Developer,Bordeaux,Nouvelle-Aquitaine,France,https://umanimation.com/,NOVO,em-escopo,porta-ok:https://umanimation.com
Alt Shift,Mobile,Montpellier,Occitanie,France,https://altshift.fr/,NOVO,em-escopo,porta-ok:https://altshift.fr
Artisan Studios,Developer,Montpellier,Occitanie,France,https://artisangamestudios.com/,NOVO,em-escopo,porta-ok:https://artisangamestudios.com
BBlack Studio,Developer,Montpellier,Occitanie,France,https://bblackstudio.com/,NOVO,em-escopo,porta-ok:https://bblackstudio.com
