estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
Kevin,EUA,Los Angeles,https://yourstrulykevin.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/kevin/"
Laika,EUA,Portland,https://www.laika.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.laika.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/laika/"
Legend 3D,EUA,Los Angeles,https://legend3d.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/legend-3d/"
Lerfilm Inc.,EUA,Burbank,https://www.lerfilm.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/lerfilm-inc/"
Leviathan,EUA,Chicago,https://www.lvthn.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/leviathan/"
Little Fluffy Clouds Animation,EUA,San Francisco,https://littlefluffyclouds.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/little-fluffy-clouds-animation/"
Lola Visual Effects,EUA,Los Angeles,https://lolavfx.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/lola-visual-effects/"
Magnopus,EUA,Los Angeles,https://www.magnopus.com/,nao,nao_encontrada,,,ATS detectado (lever) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/magnopus/
Mammal Studios,EUA,Los Angeles,https://www.mammalstudios.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/mammal-studios/"
ManvsMachine,EUA,Los Angeles,https://mvsm.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): ManvsMachine. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/manvsmachine/
Mikros Animation,EUA / Reino Unido / França / Canadá,London Bangalore Culver City Montreal Paris,https://www.mikrosanimation.com,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Mikros Animation. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/mikros-animation/
Mirada,EUA,Los Angeles,https://www.mirada.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Mirada Studios (candidatura espontânea). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/mirada/
MOONDOG Animation Studio,EUA,Mt. Pleasant,https://www.moondoganimation.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/moondog-animation-studio/"
Moonlight FX,EUA,Houston,https://moonlightfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/moonlight-fx/"
Mousetrappe,EUA,Burbank,https://www.mousetrappe.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/mousetrappe/"
Muse VFX,EUA,Los Angeles,https://www.musevfx.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/muse-vfx/"
Netflix Animation Studios,EUA / Austrália / Canadá,Burbank Vancouver Sydney,https://www.netflixanimation.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (nome): Netflix Animation Studios (Expression of Interest CFX, Sydney). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/animal-logic/"
New Wave Entertainment,EUA,Burbank,https://www.nwe.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/new-wave-entertainment/"
Nice Shoes,EUA,New York,https://www.niceshoes.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Nice Shoes. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/nice-shoes/
Nickelodeon Animation,EUA,Burbank,https://www.nickanimation.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/nickelodeon-animation/"
Nomad,EUA,Los Angeles,https://nomadedit.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/nomad/"
Ntropic,EUA,San Francisco,https://www.ntropic.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/ntropic/"
One Tree Forest Films,EUA,Chicago,https://www.onetreeforestfilms.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/one-tree-forest-films/
Opsis,EUA,Los Angeles,https://www.opsis-hq.com,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/opsis/
Picture Shop,EUA,Burbank,https://www.pictureshop.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/picture-shop/"
Picturemill,EUA,Los Angeles,https://www.picturemill.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/picturemill/"
Pixar Animation Studios,EUA,Emeryville,https://www.pixar.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Pixar Animation Studios (Jeremie Talbot, Characters Supervisor). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/pixar-animation-studios/"
Pixlhut,EUA,Detroit,https://www.pixlhut.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.pixlhut.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/pixlhut/"
Possible,EUA,Los Angeles,https://www.possibleproductions.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/possible/"
Powerhouse Animation Studios,EUA,Austin,https://www.powerhouseanimation.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.powerhouseanimation.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/powerhouse-animation-studios/"
Primal Screen,EUA,Atlanta,https://www.primalscreen.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/primal-screen/"
Prologue,EUA,Los Angeles,https://www.prologue.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/prologue/"
Proof,EUA,Los Angeles,https://www.proof-inc.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.proof-inc.com/about--join-us): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/proof/"
Psyop,EUA,Los Angeles,https://www.psyop.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Psyop. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/psyop/
Red Storm,EUA,Cary,https://www.ubisoft.com/fr-FR/studio/red-storm.aspx,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Ubisoft Québec (Henrick Pelletier, Lead Character Artist). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/red-storm/"
Refuge VFX,EUA,Portland,https://www.refugevfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.refugevfx.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/refuge-vfx/"
Rethink Studios,EUA,Chicago,https://www.rethinkstudios.tv/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/rethink-studios/"
Rhythm &#038; Hues Studios,EUA,Los Angeles Rhythm & Hues Studios,https://www.rhythm.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/rhythm-hues-studios/
Richter Studios,EUA,Chicago,https://www.richterstudios.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.richterstudios.com/about/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/richter-studios/"
Roof Studio,EUA,Brooklyn,https://www.roofstudio.tv/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/roof-studio/"
Run Kick Shout,EUA,Chicago,https://www.runkickshout.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/run-kick-shout/"
Salt Studios,EUA,New York,https://www.salt-studios.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/salt-studios/
Sans Strings Studio,EUA,San Francisco,https://sansstrings.studio/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Sans Strings Studio. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/sans-strings-studio/
Sarofsky,EUA,Chicago,https://www.sarofsky.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.sarofsky.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/sarofsky/"
Shade VFX,EUA,Los Angeles,https://www.shadevfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/shade-vfx/"
Shadowmachine,EUA,Los Angeles,https://www.shadowmachine.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/shadowmachine/"
Skydance Media,EUA,Los Angeles,https://www.skydancemedia.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/skydance-media/
Southbay VFX,EUA,Los Angeles,https://www.southbayfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/southbay-vfx/"
Sperasoft,EUA,San Jose,https://sperasoft.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Sperasoft. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/sperasoft/
Sprite Animation Studios,EUA,Los Angeles,https://www.spriteanimation.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/sprite-animation-studios/"
Stargate Studios,EUA,Los Angeles,https://www.stargatestudios.net/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/stargate-studios/"
Superseed Studios,EUA,Irvine,https://superseedstudios.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Superseed Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/superseed-studios/
Tau Films,EUA / Canadá,Pékin Kuala Lumpur Los Angeles Hyderabad Mumbai Vancouver,https://taufilms.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://taufilms.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/tau-films/"
Taylor James,EUA,New York,https://www.taylorjames.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/taylor-james-2/"
Taylor James,EUA,New York,https://www.taylorjames.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/taylor-james/"
The Molecule VFX,EUA,Los Angeles,https://www.themolecule.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/the-molecule-vfx/"
The Third Floor,EUA,Los Angeles,https://www.thethirdfloorinc.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): The Third Floor (Animation Division). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/the-third-floor/
Theory Studios,EUA,Orlando,https://theorystudios.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Theory Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/theory-studios/
TiltShift,EUA,Los Angeles,https://www.tilt-shift.com,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/tiltshift/
Tippett Studio,EUA / Canadá,Toronto,https://www.tippett.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Tippett Studio. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/tippett-studio/
Trace VFX,EUA,New York,https://www.tracevfx.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/trace-vfx/
Uncharted Territory,EUA,Los Angeles,https://www.uncharted-territory.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/uncharted-territory/"
VFX Legion,EUA,Burbank,https://www.vfxlegion.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): VFX Legion (Artist Application). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/vfx-legion/
VFX Pick,EUA,Oklahoma City,https://www.vfxpick.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/vfx-pick/"
Virtuos,EUA / Singapura / Polônia / Irlanda / França / Canadá,Chengdu City Kuala Lumpur Los Angeles Montreal Dublin Singapore Ho Chi Minh City,https://www.virtuosgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Virtuos. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/virtuos/
Walt Disney Animation Studios,EUA,Burbank,https://www.disneyanimation.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.disneyanimation.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/walt-disney-animation-studios/"
Warner Bros Animation,EUA,Burbank,https://www.warnerbroscareers.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (nome): Warner Bros (Workday warnerbros.wd5/Global, 337 vagas) - QUADRO NOVO, e ZERO na disciplina. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/warner-bros-animation/"
Whiskytree,EUA,San Francisco,https://www.whiskytree.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.whiskytree.com/#join-us): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/whiskytree/"
WickedLiquid,EUA,Irvine,https://www.wickedliquid.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/wickedliquid/"
Wild Canary Animation,EUA,Burbank,https://www.wildcanary.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Wild Canary. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/wild-canary-animation/
Wylie VFX,EUA,Culver City,https://www.WylieVFX.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/wylie-vfx/"
XYZ,EUA,San Francisco,https://www.wearexyz.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/xyz/"
Zag,EUA,Los Angeles,https://www.zag-inc.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/zag/"
Zero VFX,EUA,Boston,https://www.zerovfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/zero-vfx/"
Anima,Finlândia,Petaling Jaya Selangor Helsinki,https://www.anima.fi/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Anima Vitae. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/anima/
Brink,Finlândia,Helsinki,https://www.brinkhelsinki.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/brink/"
