nome,pais,site,dominio,token,classe
Gammera Nest,Spain,https://gammeranest.com/,gammeranest.com,gammeranest,jogos
Gammick Entertainment,Spain,http://www.gammickentertainment.com,gammickentertainment.com,gammickentertainment,jogos
Gamtec,,,,gamtec,jogos
Gang of Five,United Kingdom,,,gangoffive,jogos
Gangbusters,United Kingdom,https://www.gangbusters.io/,gangbusters.io,gangbusters,jogos
GarageGames,United States,http://www.garagegames.com/,garagegames.com,garagegames,jogos
Gardens,,https://gardens.dev,gardens.dev,gardens,jogos
Gast,,,,gast,jogos
Gastronaut Studios,United States,,,gastronautstudios,jogos
Gatling Goat Studios,,,,gatlinggoatstudios,jogos
Gato Studio,Spain,http://gatosalvajestudio.com,gatosalvajestudio.com,gatostudio,jogos
Gausswerks,,,,gausswerks,jogos
Gbanga,,,,gbanga,jogos
Gearbox Software,United States,http://www.gearboxsoftware.com,gearboxsoftware.com,gearboxsoftware,jogos
Gearhead Games,,http://gearheadgames.com/,gearheadgames.com,gearheadgames,jogos
Gears for Breakfast,Denmark,https://gearsforbreakfast.com,gearsforbreakfast.com,gearsforbreakfast,jogos
Geek Haus,,https://geekhaus.club,geekhaus.club,geekhaus,jogos
Geeta Games,,,,geetagames,jogos
Geewa,Czech Republic,http://corporate.geewa.com/,corporate.geewa.com,geewa,jogos
Gelato Games,United Kingdom,http://www.gelatogames.com/,gelatogames.com,gelatogames,jogos
Gellyberry Studios,,,,gellyberrystudios,jogos
GemMedia,,,,gemmedia,jogos
General Arcade,Singapore,http://www.generalarcade.com/,generalarcade.com,generalarcade,jogos
General Computer Corporation,United States,,,generalcomputercorporation,jogos
General Consumer Electronics,United States,,,generalconsumerelectronics,jogos
General Interactive Co.,Singapore,http://www.generalinteractive.co/,generalinteractive.co,generalinteractiveco,jogos
Genius Factor Games,,http://www.geniusfactorgames.com/,geniusfactorgames.com,geniusfactorgames,jogos
Gentle Troll Entertainment,Germany,https://gentletroll.com/,gentletroll.com,gentletrollentertainment,jogos
Gentlymad Studios,,https://gentlymad.org/,gentlymad.org,gentlymadstudios,jogos
Genuine Games,United States,,,genuinegames,jogos
Geography of Robots,,https://geographyofrobots.com,geographyofrobots.com,geographyofrobots,jogos
Geometa,,,,geometa,jogos
Geometric Interactive,Denmark,https://geometricinteractive.com/,geometricinteractive.com,geometricinteractive,jogos
Geronimo Entertainment,Germany,,,geronimoentertainment,jogos
Gethsemane Games,,,,gethsemanegames,jogos
Gevo Entertainment Pte Ltd,Singapore,,,gevoentertainmentpteltd,jogos
Ghost Machine,,,,ghostmachine,jogos
Ghost Pattern,Australia,https://ghostpattern.net/,ghostpattern.net,ghostpattern,jogos
Ghost Ship Games,Denmark,http://www.ghostship.dk/,ghostship.dk,ghostshipgames,jogos
Ghost Town Games,United Kingdom,http://www.ghosttowngames.com/,ghosttowngames.com,ghosttowngames,jogos
Ghostfire Games,United States,http://www.ghostfiregames.com,ghostfiregames.com,ghostfiregames,jogos
Giant Army,United States,https://giantarmy.com/,giantarmy.com,giantarmy,jogos
Giant Interactive,,,,giantinteractive,jogos
Giant Margarita,,,,giantmargarita,jogos
Giant Monkey Robot,United States,http://giantmonkeyrobot.com/,giantmonkeyrobot.com,giantmonkeyrobot,jogos
Giant Sparrow,United States,http://www.giantsparrow.com/,giantsparrow.com,giantsparrow,jogos
Giant Squid,United States,https://giantsquidstudios.com/,giantsquidstudios.com,giantsquid,jogos
Giants Software,Switzerland,http://www.giants-software.com,giants-software.com,giantssoftware,jogos
Gibier Games,,,,gibiergames,jogos
Gizmondo Studios,,,,gizmondostudios,jogos
Glaive Games,,,,glaivegames,jogos
Glass Bottom Games,,https://www.glassbottomgames.com/,glassbottomgames.com,glassbottomgames,jogos
Glasscannon Studio,Hungary,,,glasscannonstudio,jogos
Glee-Cheese Studio,France,https://www.glee-cheese.com/,glee-cheese.com,gleecheesestudio,jogos
Glitchers,,http://glitchers.com,glitchers.com,glitchers,jogos
Glob Games Studio,,,,globgamesstudio,jogos
GlobZ,,,,globz,jogos
Global Star Software,United States,http://www.globalstarsoftware.com/,globalstarsoftware.com,globalstarsoftware,jogos
Glock Software,Germany,,,glocksoftware,jogos
Glowfish Interactive,Belgium,https://glowfishinteractive.com/,glowfishinteractive.com,glowfishinteractive,jogos
Glu Mobile,United States,http://www.glu.com/,glu.com,glumobile,jogos
Glumberland,,https://glumberland.com/,glumberland.com,glumberland,jogos
GlyphX,United States,http://www.glyphx.com/,glyphx.com,glyphx,jogos
Glyphic Entertainment,,,,glyphicentertainment,jogos
Gnosis Games,,,,gnosisgames,jogos
Goblinz,,https://goblinz.com/,goblinz.com,goblinz,jogos
Goblinz Studio,France,https://goblinzstudio.com/,goblinzstudio.com,goblinzstudio,jogos
Goca Games,Spain,https://www.gocagames.com/,gocagames.com,gocagames,jogos
Godling,,,,godling,jogos
Godville Games,,,,godvillegames,jogos
Gogii Games,Canada,http://www.gogiigames.com/,gogiigames.com,gogiigames,jogos
Gold Skull Studios,,,,goldskullstudios,jogos
GoldKnights,Czech Republic,https://goldknights.org/,goldknights.org,goldknights,jogos
Golden Gate Crew,Switzerland,,,goldengatecrew,jogos
Goldhawk Interactive,United Kingdom,https://www.goldhawkinteractive.com,goldhawkinteractive.com,goldhawkinteractive,jogos
GolemLabs,,http://golemlabs.com,golemlabs.com,golemlabs,jogos
Goloso Games,France,https://www.golosogames.com/,golosogames.com,golosogames,jogos
Good Gate Media,United Kingdom,https://www.goodgatemedia.com/,goodgatemedia.com,goodgatemedia,jogos
Good Science Studio,United States,http://goodsciencestudios.com,goodsciencestudios.com,goodsciencestudio,jogos
Goodbye Galaxy Games,Netherlands,,,goodbyegalaxygames,jogos
GoodbyeWorld Games,United States,,,goodbyeworldgames,jogos
Goodgame Studios,Germany,http://www.goodgamestudios.com/,goodgamestudios.com,goodgamestudios,jogos
Goodhustle Studios,United States,http://www.goodhustle.com/,goodhustle.com,goodhustlestudios,jogos
Goody Gameworks,,https://goodygameworks.com,goodygameworks.com,goodygameworks,jogos
Google Arts & Culture,United States,https://artsandculture.google.com/,artsandculture.google.com,googleartsculture,jogos
Gorilla Systems,United States,http://www.gorillacorp.com/,gorillacorp.com,gorillasystems,jogos
Gosatsu Visual Novels,,http://gosatsu.com/,gosatsu.com,gosatsuvisualnovels,jogos
Gotham Games,United States,,,gothamgames,jogos
Graceful Decay,,https://gracefuldecay.com/,gracefuldecay.com,gracefuldecay,jogos
Gradual Games,,http://www.gradualgames.com/,gradualgames.com,gradualgames,jogos
Graffiti Entertainment,,,,graffitientertainment,jogos
Grand Cru Games,Finland,,,grandcrugames,jogos
GrandMA Studios,Ukraine,https://grandmastudios.com,grandmastudios.com,grandmastudios,jogos
Grapefrukt games,,,,grapefruktgames,jogos
GraphiCompDesign,Sweden,,,graphicompdesign,jogos
Graphium Studio,,http://graphiumstudios.com/,graphiumstudios.com,graphiumstudio,jogos
Grave Danger Games,Canada,https://www.gravedangergames.com,gravedangergames.com,gravedangergames,jogos
Graven Visual Novels,,,,gravenvisualnovels,jogos
Graviteam,,https://graviteam.com/,graviteam.com,graviteam,jogos
Gravity Corporation,South Korea,http://www.gravity.co.kr/,gravity.co.kr,gravitycorporation,jogos
Gravity Well,United States,https://gravitywell.games,gravitywell.games,gravitywell,jogos
Gravity e-learning,Sweden,,,gravityelearning,jogos
Gravity-i,,,,gravityi,jogos
Gray Matter Inc.,Canada,,,graymatterinc,jogos
Gray Matter Interactive,United States,,,graymatterinteractive,jogos
Green Land Studios,,http://www.greenlandstudios.com,greenlandstudios.com,greenlandstudios,jogos
Green Panda Games,France,,,greenpandagames,jogos
GreenPark Sports,United States,https://greenparksports.com,greenparksports.com,greenparksports,jogos
Greenheart Games,Australia,https://greenheart.games,greenheart.games,greenheartgames,jogos
GreenupGames,United States,,,greenupgames,jogos
Gremlin Interactive,United Kingdom,,,gremlininteractive,jogos
Gremory Games Inc.,,https://www.gremory.co.jp/,gremory.co.jp,gremorygamesinc,jogos
Grenaa Games,Sweden,https://grenaagames.com/,grenaagames.com,grenaagames,jogos
Grendel Games,Netherlands,http://grendelgames.com,grendelgames.com,grendelgames,jogos
Grey Alien,,https://greyaliengames.com,greyaliengames.com,greyalien,jogos
Grey Alien Games,United Kingdom,http://www.greyaliengames.com,greyaliengames.com,greyaliengames,jogos
Grey Dog Software,,,,greydogsoftware,jogos
GrimTalin,,https://www.grimtalin.com,grimtalin.com,grimtalin,jogos
Grimbart Tales,Germany,https://www.grimbart-tales.com/,grimbart-tales.com,grimbarttales,jogos
Grimlore Games,,,,grimloregames,jogos
Grimm Bros,United States,https://grimmbrosgames.com/,grimmbrosgames.com,grimmbros,jogos
Grin,Sweden,http://www.grin.se,grin.se,grin,jogos
Grin Robot,,,,grinrobot,jogos
Grinding Gear Games,New Zealand,http://www.grindinggear.com/,grindinggear.com,grindinggeargames,jogos
Grip Games,Czech Republic,http://www.grip-games.com/,grip-games.com,gripgames,jogos
Grip Top Games,,,,griptopgames,jogos
Griptonite Games,United States,http://www.griptonite.com/,griptonite.com,griptonitegames,jogos
GrizzlyGames,,,,grizzlygames,jogos
Gro Play,Sweden,https://www.groplay.com/,groplay.com,groplay,jogos
Ground Shatter,United Kingdom,http://groundshatter.com/,groundshatter.com,groundshatter,jogos
Grubby Games,Canada,,,grubbygames,jogos
Grubby Hands Limited,United Kingdom,http://www.grubbyhands.com,grubbyhands.com,grubbyhandslimited,jogos
Grumpyface Studios,United States,http://www.grumpyface.net,grumpyface.net,grumpyfacestudios,jogos
Grundislav Games,United States,http://www.grundislavgames.com/,grundislavgames.com,grundislavgames,jogos
Grynsoft,,,,grynsoft,jogos
Guard Crush Games,Canada,http://www.guardcrushgames.com,guardcrushgames.com,guardcrushgames,jogos
Guará Studios,,https://www.guarastudios.com/,guarastudios.com,guarstudios,jogos
Guerilla Tea,United Kingdom,http://www.guerillatea.com,guerillatea.com,guerillatea,jogos
Guerrilla Cambridge,United Kingdom,http://www.worldwidestudios.net/cambridge,worldwidestudios.net,guerrillacambridge,jogos
Guerrilla Games,Netherlands,https://www.guerrilla-games.com,guerrilla-games.com,guerrillagames,jogos
Guerrilla and Firesprite,Netherlands,,,guerrillaandfiresprite,jogos
GuidiGermano,,,,guidigermano,jogos
Guild Software,United States,https://www.guildsoftware.com/,guildsoftware.com,guildsoftware,jogos
Gunfire Games,,http://gunfiregames.com/,gunfiregames.com,gunfiregames,jogos
Gungrounds,,http://gungrounds.com/,gungrounds.com,gungrounds,jogos
Gunjin Games Limited,United Kingdom,http://gunjingames.com,gunjingames.com,gunjingameslimited,jogos
Gunnar Games,,,,gunnargames,jogos
Gunstar Studio,,http://www.phobosvectorprime.com/,phobosvectorprime.com,gunstarstudio,jogos
Guru Games,,,,gurugames,jogos
Gusto Games,United Kingdom,,,gustogames,jogos
HARAMI Studio,,,,haramistudio,jogos
HB Studios,Canada,http://www.hb-studios.com/,hb-studios.com,hbstudios,jogos
HH-Games,,,,hhgames,jogos
HOF Studios,United States,https://hofstudios.com/,hofstudios.com,hofstudios,jogos
Hackshield Future Cyber Heroes,Netherlands,,,hackshieldfuturecyberheroes,jogos
Haemimont Games,Bulgaria,http://www.haemimontgames.com/,haemimontgames.com,haemimontgames,jogos
Halcyon Winds,,,,halcyonwinds,jogos
Half Asleep,,https://www.halfasleep.games/,halfasleep.games,halfasleep,jogos
Half Mermaid Productions,United States,https://halfmermaid.co/,halfmermaid.co,halfmermaidproductions,jogos
Half Past Yellow,Denmark,https://halfpastyellow.com/,halfpastyellow.com,halfpastyellow,jogos
Half-Face Games,,https://half-face.game,half-face.game,halffacegames,jogos
Halfbrick Studios,Australia,http://www.halfbrick.com/,halfbrick.com,halfbrickstudios,jogos
Halfie Studios,Canada,https://halfie.ca,halfie.ca,halfiestudios,jogos
Halo Studios,United States,https://www.halowaypoint.com/halo-studios,halowaypoint.com,halostudios,jogos
Hammer & Ravens,Estonia,,,hammerravens,jogos
Hammer Labs,,http://www.hammer-labs.com/,hammer-labs.com,hammerlabs,jogos
Hammerfall Publishing,,,,hammerfallpublishing,jogos
Hammerware,Czech Republic,http://www.hammerware.cz,hammerware.cz,hammerware,jogos
Hamster On Coke Games,Poland,http://hamsteroncoke.com,hamsteroncoke.com,hamsteroncokegames,jogos
Hanako Games,United Kingdom,http://www.hanakogames.com,hanakogames.com,hanakogames,jogos
HanbitSoft,South Korea,https://www.hanbitsoft.com,hanbitsoft.com,hanbitsoft,jogos
Hand Made Software,,,,handmadesoftware,jogos
HandMade Game,,,,handmadegame,jogos
Handmade Game Production,,,,handmadegameproduction,jogos
Handmade Interactive,United States,https://www.theredselene.com/,theredselene.com,handmadeinteractive,jogos
Hangame,,http://www.hangame.com,hangame.com,hangame,jogos
Hangonit Studio,Czech Republic,https://hangonit.com/,hangonit.com,hangonitstudio,jogos
Happy Broccoli Games,Germany,https://www.happybroccoligames.com/,happybroccoligames.com,happybroccoligames,jogos
Happy Happening,,http://www.haphap.jp/,haphap.jp,happyhappening,jogos
Happy Tuesday,,http://happy-tuesday.com/,happy-tuesday.com,happytuesday,jogos
Happy Volcano,Belgium,https://www.happyvolcano.com/,happyvolcano.com,happyvolcano,jogos
Hardlight,,https://www.hardlightstudio.com,hardlightstudio.com,hardlight,jogos
Harebrained Schemes,United States,http://www.harebrained-schemes.com/,harebrained-schemes.com,harebrainedschemes,jogos
Harlequin Games,,http://www.harlequingames.com/,harlequingames.com,harlequingames,jogos
Harmonix Music Systems,United States,https://www.harmonixmusic.com/,harmonixmusic.com,harmonixmusicsystems,jogos
Haruneko Entertainment,,http://www.haruneko.com,haruneko.com,harunekoentertainment,jogos
Harvester Games,,,,harvestergames,jogos
Hasbro Interactive,United States,,,hasbrointeractive,jogos
Hashbane,New Zealand,https://www.hashbane.com/,hashbane.com,hashbane,jogos
Hatinh Interactive,France,https://www.hatinhinteractive.com/,hatinhinteractive.com,hatinhinteractive,jogos
Hautecouture,,https://hautecouture.jp/,hautecouture.jp,hautecouture,jogos
Haven Studios,Canada,https://www.havenstudios.com,havenstudios.com,havenstudios,jogos
"Hawken Entertainment, Inc.",,,,hawkenentertainmentinc,jogos
Headbang Club,France,https://headbang.club/,headbang.club,headbangclub,jogos
Headcannon,,,,headcannon,jogos
Headfirst Productions,United Kingdom,http://www.headfirst.co.uk/,headfirst.co.uk,headfirstproductions,jogos
Headsoft,,http://www.headsoft.com.au/,headsoft.com.au,headsoft,jogos
Headstrong Games,United Kingdom,http://www.headstrong-games.com,headstrong-games.com,headstronggames,jogos
Headware Games,United Kingdom,https://www.headwaregames.com/,headwaregames.com,headwaregames,jogos
Heart Machine,United States,https://heartmachine.com/,heartmachine.com,heartmachine,jogos
Heart Shaped Games,United States,http://heartshapedgames.com/,heartshapedgames.com,heartshapedgames,jogos
Heartomics,United States,,,heartomics,jogos
Heatwave Interactive,United States,http://www.heatwave.com/,heatwave.com,heatwaveinteractive,jogos
Heaven Brotherhood,,,,heavenbrotherhood,jogos
Heavy Iron Studios,United States,http://www.heavy-iron.com,heavy-iron.com,heavyironstudios,jogos
Heliotrope Studios,United States,,,heliotropestudios,jogos
Hellbent Games,Canada,http://www.hellbentgames.com/,hellbentgames.com,hellbentgames,jogos
Hello Games,United Kingdom,https://hellogames.org/,hellogames.org,hellogames,jogos
Hello Penguin Team,,,,hellopenguinteam,jogos
Hello There Games,Sweden,https://hellotheregames.com/,hellotheregames.com,hellotheregames,jogos
Hellscape Games,,,,hellscapegames,jogos
Hemisphere Games,,,,hemispheregames,jogos
Hempuli Oy,Finland,https://www.hempuli.com/,hempuli.com,hempulioy,jogos
Henchmen Studio,France,http://henchmen-studio.com/,henchmen-studio.com,henchmenstudio,jogos
Hermes Interactive,Denmark,https://www.hermesinteractive.net/,hermesinteractive.net,hermesinteractive,jogos
Hermitworks Entertainment,Canada,,,hermitworksentertainment,jogos
HeroCraft,Cyprus,http://www.herocraft.com,herocraft.com,herocraft,jogos
Herobeat Studios,Spain,https://herobeatstudios.com/,herobeatstudios.com,herobeatstudios,jogos
Heuristic Park,United States,,,heuristicpark,jogos
HexWar Games,United Kingdom,https://www.hexwar.com,hexwar.com,hexwargames,jogos
HexWorks,Spain,https://hexworks.com,hexworks.com,hexworks,jogos
Hexage,Czech Republic,http://www.hexage.net,hexage.net,hexage,jogos
Hexenhaus,,http://hexenhaus-soft.jp/,hexenhaus-soft.jp,hexenhaus,jogos
Hexerei Games,Germany,,,hexereigames,jogos
HexyArts,,,,hexyarts,jogos
Hi-Bit Studios,,,,hibitstudios,jogos
Hi-Rez Studios,United States,http://www.hirezstudios.com,hirezstudios.com,hirezstudios,jogos
Hi-Tec Software,,,,hitecsoftware,jogos
Hibernum Créations Inc.,Canada,http://www.hibernum.com,hibernum.com,hibernumcrationsinc,jogos
Hidden Entertainment,Sweden,,,hiddenentertainment,jogos
Hidden Monster Games,Netherlands,http://hiddenmonster.games/,hiddenmonster.games,hiddenmonstergames,jogos
Hidden Path Entertainment,United States,http://www.hiddenpath.com/,hiddenpath.com,hiddenpathentertainment,jogos
Higgs Games,Germany,https://www.higgs-games.com,higgs-games.com,higgsgames,jogos
High Impact Games,United States,http://www.highimpactgames.com/,highimpactgames.com,highimpactgames,jogos
High Iron Simulations,,,,highironsimulations,jogos
High Moon Studios,United States,http://www.highmoonstudios.com/,highmoonstudios.com,highmoonstudios,jogos
High Tea Frog,United Kingdom,https://highteafrog.com/,highteafrog.com,highteafrog,jogos
